label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,-0.09948128461837769,-0.01426262129098177,-0.05724748596549034,-0.2042112648487091,-0.07598382979631424,-0.10056748986244202,-0.1694454550743103,-0.13468125462532043,-0.14565566182136536,-0.0800609439611435,-0.20390959084033966,-0.1906244307756424,-0.23790748417377472,-0.39583924412727356,-0.09419167786836624,-0.3254006803035736,-0.5578639507293701,-0.1524476408958435,-0.3765406906604767,-0.6659610271453857,-0.18341267108917236,-0.4159390926361084,-0.7714574337005615,-0.2048765867948532,-0.14038263261318207,-0.4578699469566345,-0.11229050904512405,-0.16160504519939423,-0.6742596626281738,-0.1708742380142212,-0.16312476992607117,-0.8238580226898193,-0.20359909534454346,-0.16382740437984467,-0.9617494940757751,-0.2195417433977127,-0.04423671215772629,-0.44361644983291626,-0.13475608825683594,-0.043217554688453674,-0.40766802430152893,-0.2053278535604477,-0.05224025249481201,-0.26244020462036133,-0.21926620602607727,-0.05665000528097153,-0.17640605568885803,-0.21085239946842194,0.040056489408016205,-0.3836787939071655,-0.1632133424282074,0.04018067196011543,-0.27029162645339966,-0.21980150043964386,0.02084556594491005,-0.14406132698059082,-0.22472406923770905,0.005380386486649513,-0.06571212410926819,-0.21600931882858276
A,0.0,0.0,0.0,-0.09908557683229446,0.17206425964832306,0.03290509805083275,-0.10434839874505997,0.35942772030830383,0.021085264161229134,-0.0439983531832695,0.49179843068122864,0.008421297185122967,0.018804674968123436,0.5707008242607117,-0.008231398649513721,-0.08677830547094345,0.4367048442363739,-0.10965665429830551,-0.11100666224956512,0.6724665760993958,-0.16308166086673737,-0.12904055416584015,0.8200643658638,-0.19213233888149261,-0.14166000485420227,0.9297881722450256,-0.2067663073539734,0.0031750628259032965,0.414950430393219,-0.12807033956050873,0.08164311200380325,0.6907511949539185,-0.16814474761486053,0.12984530627727509,0.8548642992973328,-0.17523451149463654,0.17552629113197327,0.9674199223518372,-0.18245317041873932,0.0918484628200531,0.3685775697231293,-0.1310664266347885,0.16168871521949768,0.5600404739379883,-0.13629993796348572,0.1249377429485321,0.5134142637252808,-0.09164212644100189,0.09375150501728058,0.44548410177230835,-0.05887937918305397,0.1639266461133957,0.3073658347129822,-0.13059939444065094,0.1985456347465515,0.46310609579086304,-0.11656896770000458,0.1680973768234253,0.4229675829410553,-0.06892924755811691,0.14029259979724884,0.36523672938346863,-0.030308591201901436
A,0.0,0.0,0.0,-0.15271437168121338,0.07025497406721115,0.01154661737382412,-0.23309175670146942,0.25037291646003723,0.005958934780210257,-0.2517794072628021,0.4234640896320343,0.0024825893342494965,-0.26147934794425964,0.5375621914863586,-0.0010120740626007318,-0.23902186751365662,0.3350951373577118,-0.08498362451791763,-0.3527766466140747,0.5363662838935852,-0.117215096950531,-0.4206869602203369,0.651163637638092,-0.12387384474277496,-0.46856436133384705,0.7357864379882812,-0.12132860720157623,-0.1525028645992279,0.3921772241592407,-0.08923926204442978,-0.19091291725635529,0.6687194108963013,-0.12482403963804245,-0.20947003364562988,0.8417832255363464,-0.12622912228107452,-0.20877690613269806,0.9702976942062378,-0.12220672518014908,-0.06411585956811905,0.41533827781677246,-0.08202213048934937,-0.0887373611330986,0.5914422273635864,-0.09388800710439682,-0.10950049757957458,0.5275077819824219,-0.06018375605344772,-0.10612504929304123,0.4551832675933838,-0.027870481833815575,0.012983089312911034,0.4120262861251831,-0.0729154720902443,-0.02532779984176159,0.540015697479248,-0.060181207954883575,-0.03905172273516655,0.49078747630119324,-0.019609978422522545,-0.03522804379463196,0.42713215947151184,0.016883915290236473
A,0.0,0.0,0.0,-0.16376668214797974,0.04674827679991722,0.031800828874111176,-0.26550528407096863,0.1967492252588272,0.029338305816054344,-0.31036415696144104,0.35910671949386597,0.027188464999198914,-0.34337952733039856,0.46789196133613586,0.024568254128098488,-0.2829701006412506,0.2826802730560303,-0.09358981251716614,-0.41981175541877747,0.45673125982284546,-0.13360077142715454,-0.508605420589447,0.5543165802955627,-0.14507706463336945,-0.5744109749794006,0.6187123656272888,-0.1445544958114624,-0.20230798423290253,0.34903207421302795,-0.10548100620508194,-0.282561331987381,0.6250515580177307,-0.1487606018781662,-0.33001694083213806,0.798890233039856,-0.1527096927165985,-0.34956350922584534,0.9247260689735413,-0.1506224125623703,-0.11558866500854492,0.39093026518821716,-0.10165639221668243,-0.1592152863740921,0.5735569000244141,-0.10651088505983353,-0.17712128162384033,0.5139872431755066,-0.061150405555963516,-0.17104946076869965,0.4446108043193817,-0.022824067622423172,-0.03621381148695946,0.4043993651866913,-0.09456809610128403,-0.08517845720052719,0.5402584671974182,-0.06943958252668381,-0.09452033042907715,0.48978111147880554,-0.01662323996424675,-0.08631054311990738,0.4246346056461334,0.027332788333296776
A,0.0,0.0,0.0,-0.18515659868717194,-0.00899544544517994,0.013026777654886246,-0.31522682309150696,0.12821072340011597,-0.0026156853418797255,-0.34876489639282227,0.30196988582611084,-0.017272453755140305,-0.3472755253314972,0.4352405369281769,-0.03480116277933121,-0.3453447222709656,0.16816489398479462,-0.10449716448783875,-0.5332867503166199,0.294718474149704,-0.1486853063106537,-0.6405343413352966,0.361910879611969,-0.16365468502044678,-0.7232950925827026,0.40972813963890076,-0.1661296933889389,-0.26987749338150024,0.26980099081993103,-0.11843650043010712,-0.41781309247016907,0.5245591402053833,-0.1590065360069275,-0.5070046782493591,0.6831150054931641,-0.16648520529270172,-0.5628878474235535,0.8090113997459412,-0.16928613185882568,-0.18246990442276,0.3498079180717468,-0.11932141333818436,-0.2707948386669159,0.5504106879234314,-0.14085160195827484,-0.27043068408966064,0.47193971276283264,-0.10957008600234985,-0.24554374814033508,0.39216148853302,-0.0790092945098877,-0.09825930744409561,0.40074291825294495,-0.11695720255374908,-0.17905622720718384,0.5416871309280396,-0.1159595251083374,-0.17684979736804962,0.4802299439907074,-0.07251686602830887,-0.1543261855840683,0.41111841797828674,-0.033513396978378296
A,0.0,0.0,0.0,-0.17745064198970795,-0.1546117067337036,0.051472268998622894,-0.3653751611709595,-0.14827276766300201,0.04783487319946289,-0.485464870929718,-0.059456292539834976,0.0332818478345871,-0.5567481517791748,0.015650194138288498,0.014814477413892746,-0.46407461166381836,-0.16313886642456055,-0.06430871039628983,-0.6781940460205078,-0.20514796674251556,-0.10857770591974258,-0.8050128221511841,-0.2521168291568756,-0.12667083740234375,-0.8967891335487366,-0.29255685210227966,-0.13149340450763702,-0.44701069593429565,-0.03290349990129471,-0.10480716824531555,-0.7023971080780029,0.06742531806230545,-0.150837242603302,-0.8604339361190796,0.1257443130016327,-0.16327260434627533,-0.9688208103179932,0.1810305267572403,-0.16915707290172577,-0.40022268891334534,0.11473236978054047,-0.1304522454738617,-0.5565299987792969,0.25911766290664673,-0.15050964057445526,-0.5061222910881042,0.2073841691017151,-0.10953257977962494,-0.44633376598358154,0.15628215670585632,-0.072230264544487,-0.3365166485309601,0.2512107193470001,-0.15110337734222412,-0.47588369250297546,0.3426850438117981,-0.14302416145801544,-0.42929211258888245,0.29877611994743347,-0.08730730414390564,-0.36966997385025024,0.2545992434024811,-0.03951404243707657
A,0.0,0.0,0.0,-0.1352936327457428,-0.22279077768325806,0.05890654772520065,-0.3000369668006897,-0.3150387108325958,0.05828195810317993,-0.4236525297164917,-0.26775267720222473,0.04029726982116699,-0.49275219440460205,-0.19919942319393158,0.01797793246805668,-0.3756886124610901,-0.3950183391571045,-0.03302359580993652,-0.5379907488822937,-0.5263567566871643,-0.08962095528841019,-0.6324124336242676,-0.6252378225326538,-0.12248944491147995,-0.6959009766578674,-0.704774022102356,-0.13789594173431396,-0.3876921534538269,-0.283404678106308,-0.08348817378282547,-0.6233219504356384,-0.3306812047958374,-0.1377883404493332,-0.7706726789474487,-0.37523049116134644,-0.16597701609134674,-0.8778879046440125,-0.4008798897266388,-0.18349048495292664,-0.3809865117073059,-0.13330483436584473,-0.12192222476005554,-0.5617036819458008,-0.053305644541978836,-0.1473245620727539,-0.49894219636917114,-0.04908401519060135,-0.11236818134784698,-0.4349614977836609,-0.06568954139947891,-0.07910628616809845,-0.35880643129348755,0.02041487768292427,-0.15636809170246124,-0.5153717994689941,0.07175881415605545,-0.15156090259552002,-0.45932555198669434,0.06504662334918976,-0.09992597252130508,-0.3983516991138458,0.0426277220249176,-0.05568912252783775
A,0.0,0.0,0.0,-0.06781886518001556,-0.24109132587909698,0.08600522577762604,-0.17168590426445007,-0.3758576214313507,0.10202223062515259,-0.2832089960575104,-0.413625568151474,0.09389974921941757,-0.35327476263046265,-0.40763241052627563,0.0843224823474884,-0.22784174978733063,-0.48659875988960266,0.02286633662879467,-0.33244216442108154,-0.664607048034668,-0.020273420959711075,-0.3863447606563568,-0.801986575126648,-0.042346466332674026,-0.4142819941043854,-0.897157609462738,-0.04999260976910591,-0.2691822946071625,-0.418727844953537,-0.03506889194250107,-0.44723281264305115,-0.5886286497116089,-0.09194982796907425,-0.5591084957122803,-0.7024191617965698,-0.11890808492898941,-0.6299005746841431,-0.7659143805503845,-0.12884247303009033,-0.30562302470207214,-0.30026954412460327,-0.08087705075740814,-0.4786795973777771,-0.3014170825481415,-0.09522927552461624,-0.44064703583717346,-0.2554434537887573,-0.051119912415742874,-0.3928245007991791,-0.24401141703128815,-0.009315358474850655,-0.3253432810306549,-0.1629428267478943,-0.12206694483757019,-0.4742133915424347,-0.1700160801410675,-0.10092533379793167,-0.43728578090667725,-0.1356068104505539,-0.043392620980739594,-0.39051753282546997,-0.12335207313299179,0.005912263412028551
A,0.0,0.0,0.0,0.004152403213083744,-0.2507002055644989,0.1015782505273819,-0.051544077694416046,-0.4062577188014984,0.12829667329788208,-0.13745331764221191,-0.49424710869789124,0.12901313602924347,-0.2070252001285553,-0.5143430829048157,0.12776170670986176,-0.06780518591403961,-0.5308995842933655,0.052031319588422775,-0.118732750415802,-0.7237530946731567,0.025439420714974403,-0.13270126283168793,-0.8571069240570068,0.01343179028481245,-0.13221538066864014,-0.9491157531738281,0.010667279362678528,-0.13261812925338745,-0.5004109144210815,-0.005779131781309843,-0.2482178807258606,-0.7097859382629395,-0.046185411512851715,-0.31718820333480835,-0.8473380208015442,-0.06569158285856247,-0.3600795865058899,-0.9301644563674927,-0.07167186588048935,-0.19938264787197113,-0.42195582389831543,-0.05105947330594063,-0.3553434908390045,-0.4682523012161255,-0.05374063178896904,-0.34301385283470154,-0.39064905047416687,-0.01910870522260666,-0.3066707253456116,-0.34964650869369507,0.01288040541112423,-0.2566433548927307,-0.30987995862960815,-0.08998667448759079,-0.39018940925598145,-0.3381427526473999,-0.06498122960329056,-0.3783368468284607,-0.2705341577529907,-0.018767867237329483,-0.343702495098114,-0.22909370064735413,0.020757408812642097
A,0.0,0.0,0.0,-0.0766366645693779,-0.23490409553050995,0.04355974867939949,-0.19230623543262482,-0.3835342526435852,0.04220051318407059,-0.3184443414211273,-0.4142650365829468,0.023275936022400856,-0.40400201082229614,-0.38615643978118896,0.001229110173881054,-0.25119704008102417,-0.47499507665634155,-0.0047652036882936954,-0.3480815291404724,-0.6554219126701355,-0.05857764557003975,-0.39399969577789307,-0.7928872108459473,-0.09027483314275742,-0.4195537567138672,-0.9000427722930908,-0.10615381598472595,-0.2865660786628723,-0.41151857376098633,-0.04789575934410095,-0.4923100471496582,-0.5388896465301514,-0.10082664340734482,-0.6220722794532776,-0.6256223917007446,-0.13110396265983582,-0.7137600183486938,-0.684470534324646,-0.14848114550113678,-0.3136167824268341,-0.2985294759273529,-0.08509455621242523,-0.508634626865387,-0.24643760919570923,-0.12044530361890793,-0.47115516662597656,-0.17478147149085999,-0.10559660196304321,-0.40988093614578247,-0.15531054139137268,-0.08453062921762466,-0.3331054151058197,-0.166264146566391,-0.12000152468681335,-0.48809677362442017,-0.10253676027059555,-0.1302008032798767,-0.4526117742061615,-0.04275458678603172,-0.10326021909713745,-0.39718684554100037,-0.031369131058454514,-0.07656361907720566
A,0.0,0.0,0.0,-0.18284198641777039,-0.11433683335781097,0.042687129229307175,-0.3771800994873047,-0.10896678268909454,0.031132657080888748,-0.5051770210266113,0.011163398623466492,0.005520929116755724,-0.5627495050430298,0.12708306312561035,-0.023276247084140778,-0.46519291400909424,-0.21494606137275696,-0.059512555599212646,-0.6621653437614441,-0.2741905152797699,-0.12897177040576935,-0.7728196978569031,-0.3561054766178131,-0.17074765264987946,-0.8524978756904602,-0.4365193843841553,-0.19281838834285736,-0.43151870369911194,-0.1385970264673233,-0.10644479840993881,-0.6852431893348694,-0.03933306038379669,-0.16770917177200317,-0.8482601642608643,-0.0028797502163797617,-0.20186197757720947,-0.9737534523010254,0.020938506349921227,-0.22664010524749756,-0.3804934322834015,-0.022010084241628647,-0.14399687945842743,-0.5734469294548035,0.22328659892082214,-0.19271081686019897,-0.5504701733589172,0.31311142444610596,-0.1875869780778885,-0.4972992241382599,0.3320638835430145,-0.17287151515483856,-0.3231566250324249,0.11625023931264877,-0.17698638141155243,-0.4897962808609009,0.31778684258461,-0.1977725476026535,-0.497944712638855,0.3923472464084625,-0.17944703996181488,-0.47690150141716003,0.4122483730316162,-0.1597810834646225
A,0.0,0.0,0.0,-0.19730280339717865,0.07374164462089539,0.016228366643190384,-0.3404136896133423,0.28753477334976196,-0.02039305865764618,-0.3510744273662567,0.5210762619972229,-0.06352148950099945,-0.32965317368507385,0.6778578162193298,-0.11626892536878586,-0.4160756766796112,0.18995776772499084,-0.12213635444641113,-0.5856215953826904,0.32214632630348206,-0.19168873131275177,-0.6988217234611511,0.37627893686294556,-0.23736301064491272,-0.7969460487365723,0.4150830805301666,-0.26974931359291077,-0.3291836380958557,0.2161647230386734,-0.1662919670343399,-0.4556552767753601,0.47194865345954895,-0.2270069122314453,-0.5316837430000305,0.6277998685836792,-0.2543174922466278,-0.592033326625824,0.7551270127296448,-0.28156644105911255,-0.2149941325187683,0.26817336678504944,-0.1995641142129898,-0.2838664948940277,0.6104610562324524,-0.23842476308345795,-0.2518065869808197,0.5714846253395081,-0.2106185108423233,-0.2267705798149109,0.4789794385433197,-0.19143211841583252,-0.09476807713508606,0.33477506041526794,-0.23054426908493042,-0.1548067033290863,0.6255121827125549,-0.2529745399951935,-0.1396746039390564,0.584101140499115,-0.22027979791164398,-0.12549838423728943,0.4817909896373749,-0.19516406953334808
